N,Title,Nchar
2421,Risk of Major Adverse Cardiovascular Events in ANCA-associated Vasculitis,73
2422,Impact of ANCA Specificity on Risk of Major Adverse Cardiovascular Events in ANCA-associated Vasculitis,103
2423,Large Vessel Involvement and the Risk of Severe Infections in Patients with Giant Cell Arteritis – a Population-based Study,123
2424,Increased Risk of Severe Infections in Early Giant Cell Arteritis: A Population- based Study,92
2425,Calprotectin (S100A8/S100A9) and Serumamyloid A Are Not Superior to C Reactive Protein and Erythrocyte Sedimentation Rate in Monitoring Disease Activity in Giant Cell Arteritis – Treated with or Without Tocilizumab,214
2426,Characterization of Senescent Cells in Temporal Arteries of Patients with Giant Cell Arteritis Reveal an Inflammatory Phenotype and Strong Dependence from IL-6,159
2427,Epidemiology and Predictors of Relapse in Giant Cell Arteritis: Results of the ARTESER Register,95
2428,Characterization of Arterial Dendritic Cells in Polymyalgia Rheumatica and Giant Cell Arteritis,95
2429,CXCL9/IL-6 and MMP3/CD141 Ratio Allow to Discriminate Between Isolated PMR and GCA/PMR Overlap,94
2430,18f-FDG-PET/CT for Giant Cell Arteritis Detection of Large Vessel Vasculitis: What Should We Take into Consideration? Analytical Study of the Arteser Registry,158
2431,Recommendations for Early Referral of Patients with Suspected Polymyalgia Rheumatica: An Initiative from the International Giant Cell Arteritis and Polymyalgia Rheumatica Study Group,182
2432,Diagnostic Performance of a Newly-Launched Canadian Fast-Track Ultrasound Clinic Performed by Rheumatologists for Diagnosis of Giant Cell Arteritis,147
2433,Impact of Exposure to Environmental Air Pollution on the Onset of Giant Cell Arteritis,86
2434,FDG Uptake in Limb Arteries at Diagnosis of Giant Cell Arteritis and Risk of Relapse: An Observational Cohort Study,115
2435,Ultrasound Is Comparable to Computed Tomography Angiography in Identifying Aortic Aneurysms in Patients with Giant Cell Arteritis,129
2436,Applanation Tonometry of the Temporal Arteries in Participants with Suspected Giant Cell Arteritis: A Proof of Concept,118
2437,A Study Defining the Optimal Sonographic Parameters for Intima-Media Thickness in Diagnosing Giant Cell Arteritis,113
2438,A Retrospective Analysis of Prevalence of Positive Temporal Artery Biopsies in African American Patients with Giant Cell Arteritis (GCA) in a Large Academic Health Center,170
2439,Systole and Diastole Ultrasound Wall Thickness Shows Significant Differences That Affect the Diagnosis and Assessment of Giant Cell Arteritis,141
2440,Subclinical Giant Cell Arteritis in Polimialgia Rheumatica: A Biomarker of High Relapse Risk,92
2441,Role of Mitochondria in Activation of Platelets in Giant Cell Arteritis,71
2442,"Risk of Large Vessel Complications in Patients with Giant Cell Arteritis, a Population-based Study",98
2443,Immuno-permissive Antigen-presenting Cells in Giant Cell Arteritis,66
2444,The Use of the Southend GCA Probability Score (GCAPS) in Assessing the Risk of Giant Cell Arteritis in Australian Ophthalmological and General Medical Hospital Cohorts,167
2445,Concordance of Relapse Symptoms with Initial Baseline Presentation Features Among Patients with Giant Cell Arteritis,116
2446,Tocilizumab versus Methotrexate in Giant Cell Arteritis: A Retrospective Study to Compare Efficacy and Rapidity of These Steroid-sparing Agents in GCA Patients,159
2447,C-X-C Motif Chemokine Receptor 4-targeted Molecular Imaging in Giant Cell Arteritis – a Head-to-head Comparison with FDG PET,124
2448,"Evaluation of the Pretest Probability Score, Ultrasound and Biopsy on GCA Diagnose: Data from Real Clinical Practice",116
2449,Janus Kinase Inhibitors in Giant Cell Arteritis in Clinical Practice. Real-World Clinical Practice Study and Literature Review,126
2450,Relapse in Giant Cell Arteritis Treated with Tocilizumab. Predictive Factors,76
2451,Giant Cell Arteritis Is Associated with Worse Hospital Outcomes in Aortic Aneurysm/Dissection Hospitalizations: A Nationwide United States Population-Based Study,161
2452,"Comparison of Clinical, Laboratory and Imaging Features of Relapses Between Takayasu and LV-GCA Patients. an Italian Monocentric Study",134
2453,Influence of Histological Tempol Artery Biopsy Findings on Outcomes of Biopsy-proven Giant Cell Arteritis in Italian Patients : A Long Single Center Follow-up Study,164
2454,Effectiveness of Dose Spacing with Tocilizumab in Giant Cell Arteritis Treatment,80
2455,Visual Manifestations in Giant Cell Arteritis: Identification of Risk Factors from the ARTESER Registry,103
2456,Sex Differences in Giant Cell Arteritis: Data from the ARTESER Registry,71
2457,Optic Nerve Sheath Measurement on Ultrasound: A Novel Diagnostic Test for Giant Cell Arteritis,94
2458,Magnetic Resonance Imaging Reflects Disease Activity in the “Giant Cell Arteritis Treatment with Ultra-short Glucocorticoids and Tocilizumab” Trial (The GUSTO Trial),165
2459,Concordance Between the 1990 ACR Classification Criteria and the New 2022 ACR/EULAR 2022 Criteria in Giant Cell Arteritis,121
2460,Exploring the Limit of Image Resolution for Human Expert Classification of Vascular Ultrasound Images in Giant Cell Arteritis and Healthy Subjects: The GCA-US-AI Project,169
2461,Pregnancy Outcomes Among Patients with Vasculitis Using Administrative Claims Data,82
2462,The Role of β-catenin in Synovial Lining Fibroblast Differentiation,67
2463,Degranulating PR3+ Myeloid Cells Characterize Proliferative Lupus Nephritis,75
2464,"Unclosing Premature Mortality Gap Among Gout Patients in the US General Population, Independent of Serum Urate and Atherosclerotic Cardiovascular Risk Factors",158
2465,Romosozumab versus Denosumab in High-risk Patients Treated with Glucocorticoids: Interim 12-month Results from a Pilot Randomized Controlled Trial,146
2466,Time-Dependent Evaluation of Weighted Cumulative Glucocorticoid Exposure and Major Adverse Cardiovascular Events in a Cohort of Veterans with Rheumatoid Arthritis,162
2467,Integrated Single Cell Multi-omics Analysis in At-Risk for Future Rheumatoid Arthritis (RA) and Early RA Reveals Shared Transcription Factor Profiles in Multiple Cell Lineages,175
2468,Wnt Signaling Drives Pathogenic Stromal Inflammation in Inflammatory Arthritis,78
2469,Longitudinal Multi-Omics Single Cell Analysis Reveals Abatacept Treatment Shifts Peripheral Lymphocyte Subpopulations in Seropositive RA with Reduction of Mature B Cells and Retention of Transitional and Naive B Cells,217
2470,Acetylated Bacterial Proteins as Potent Antigens Inducing an Anti-modified Protein Antibody Response,100
2471,Deciphering Rheumatoid Arthritis Disease Activity-Associated Gene Signatures and Cell Subsets Through Single Cell Transcriptomics,129
2472,Characterizing Spatial Organization of Immune Infiltrates in Rheumatoid Arthritis Synovia Using Spatial Transcriptomic Analysis,127
2473,Translocation of Intestinal Bacteria to Axial and Peripheral Joints in a Model of Spondyloarthropathy,101
2474,Synovial Tissue Single-Cell Analysis Demonstrates Differential Fibroblast Populations Between RA and PsA Which Display Distinct Function,136
2475,Proteomic and Genomic Profiling of Plasma Exosomes from Ankylosing Spondylitis Patients,87
2476,Synovial Shaping of Skin-derived Migrating Immune Cells Determines Initiation of Inflammation in Psoriatic Arthritis,116
2477,Upregulation of RANKL in the Skin of Patients with Psoriatic Arthritis,70
2478,Neutrophils Induce Contact-Dependent Expansion of Arthritogenic Th17 Cells and Are Necessary for Disease in Experimental Ankylosing Spondylitis,143
2479,Blockade of OX40/OX40L Signaling Using anti-OX40L Ameliorates Systemic Lupus Erythematosus,90
2480,Development of Engineered Smith-Specific Regulatory T Cells to Treat Lupus Nephritis,84
2481,Targeting of Endothelial Dysfunction in Lupus Nephritis: Effect on Human Renal Endothelial Cell Gene Expression and Outcomes in Murine Lupus Nephritis,150
2482,Intermittent Fasting Attenuates Cognitive Dysfunction in Murine Systemic Lupus Erythematosus,92
2483,Interleukin-6 Activates Glial Cells and Induces Cognitive Dysfunction in Murine Neuropsychiatric Lupus,102
2484,UV Light Exposure Induces a Type I Interferon Dependent Activation and Migration of Inflammatory Dendritic Cells to Local Lymph Nodes,133
2485,Cognitive Functioning Among Individuals with Systemic Lupus Erythematosus: A Population-Based Study,99
2486,Gene by Respiratory Disease Interactions Associated with Developing Rheumatoid Arthritis,88
2487,TET2 Clonal Hematopoiesis and Incident Rheumatoid Arthritis: Results from the UK Biobank,88
2488,"Assessment of Association Between Hydroxychloroquine Use and Toxic Retinopathy, Overall and by Indication, in a Large Cohort of Rheumatology Patients Within the US Department of Defense Military Healthcare System",212
2489,Development of a Hydroxychloroquine Retinopathy Prediction Score,64
2490,Endometriosis Increase Risk of Antiphospholipid Syndrome: A Propensity Score Matched Cohort Study,97
2491,Addressing Native American Health Disparities in Rheumatoid Arthritis by Training Primary Care Providers: Expanding the Reach of the RAE Initiative,147
2492,Lupus Patient Navigator Program to Improve Healthcare Barriers for Minority Patients,84
2493,Ageism in Rheumatology: The Health Care Professional’s Perspective,66
2494,The Impact of Social Inequities on Presentation of Childhood-Onset Systemic Lupus Erythematosus (cSLE) at a Large Tertiary Center,129
2495,Reporting of Race and Ethnicity in Lupus Publications in High-impact Rheumatology Journals,90
2496,"Health Care Segregation, but Not Metropolitan Area Segregation, Magnifies Racial Disparities in Hospital Outcomes of Pediatric Lupus",132
2497,Transcriptional Derepression of CHD4/NuRD-regulated Genes in the Muscle of Patients with Dermatomyositis and anti-Mi2 Autoantibodies,132
2498,Mitochondrial-Mediated Neutrophil Activation in Dermatomyositis (DM) and Inclusion Body Myositis (IBM): Insights into Pathogenesis and Therapeutic Implications,159
2499,Efficacy and Safety of Car-T-Cell Treatment in Refractory Antisynthetase Syndrome – Data of the First Three Patients,116
2500,"B Cells in Anti-tRNA Synthetase Syndrome Patients Show an Activated, Interferon Responsive Signature",100
2501,Clonally Expanded B Cells in Anti-Histidyl-tRNA Synthetase Syndrome Patients Exhibit an Autoreactive-Prone Memory Phenotype and Bind Jo-1 Autoantigen,149
2502,Monoclonal Anti-MDA5 Autoantibodies Derived from a Patient with Dermatomyositis Target the Hel2i Domain of the MDA5 Protein,123
2503,"Quadriceps Muscle Fat Composition but Not Muscle Energetics Is Associated with Knee Osteoarthritis: Initial Results from the Study of Muscle, Mobility, and Aging",161
2504,Association Between Gut Microbiome-related Metabolites and Symptomatic Hand Osteoarthritis in Two Independent Cohorts,117
2505,Associations Between Body Composition Measurements of Obesity and the Radiographic Progression of Hand Osteoarthritis: Data from the Dong-gu Study,146
2506,Low Serum Adiponectin Levels Were Associated with Radiographic Progression of Hand Osteoarthritis in a 6-year Follow-up of the Dong-gu Study,140
2507,Higher Pain and Functional Impairment in Erosive Hand Osteoarthritis Than in Treated Rheumatoid Arthritis: A Comparative Study Between DIGICOD and ESPOIR Cohorts,161
2508,Synovitis and the Risk of Incident Hand Osteoarthritis: Data from the Xiangya Osteoarthritis Study,98
2509,A Consensus Based Algorithm to Screen for Lung Disease in Children with Systemic Juvenile Idiopathic Arthritis,110
2510,Uveitis as Predictor of Disease Flare After the First Course of Anti-TNF Withdrawal in Oligo and Polyarticular Juvenile Idiopathic Arthritis: A Multicentric Italian Experience,175
2511,Elevation of the IL-17 Cytokine Family Distinguishes Kawasaki Disease from Other Pediatric Inflammatory Disorders,113
2512,Defining Cutoffs for Disease Activity States in Systemic Juvenile Idiopathic Arthritis Based on the Systemic Juvenile Arthritis Disease Activity Score,150
2513,Anifrolumab Normalizes the Type I Interferon Signature in a Cohort of Patients with Type I Interferonopathies,109
2514,Effect of Conventional and Biologic Disease-Modifying Anti-Rheumatic Drugs on the Antibody Response to Four Doses of COVID-19 mRNA Vaccines in Children with Autoimmune and Rheumatic Diseases,190
2515,Tolerability and Effectiveness of Antifibrotics in Rheumatoid Arthritis-associated Interstitial Lung Disease,108
2516,Definition of Rheumatoid Arthritis Flare Based on SDAI and CDAI,63
2517,Pre-pregnancy Gene Expression Signatures Among Women with Rheumatoid Arthritis May Represent Predictive Biomarkers for Subsequent Improvement or Worsening During Pregnancy,171
2518,Preinflammatory Mesenchymal (PRIME) Cell Signature Genes Enrichment Predicts Treatment Response and Joint Prognosis in Rheumatoid Arthritis,139
2519,CD68 and Fibrinoid Necrosis Are Synovial Biomarkers of Severity in Early Rheumatoid Arthritis and Are Associated with a Better Response to Methotrexate: Analysis of the UCLouvain Brussels ERA Cohort,198
2520,Optimizing the Care of the Rheumatic Patient with Rheumatologist-Pharmacist Co-management,89
2521,Comparative Risk of Serious Psychiatric Events with Belimumab versus Oral Immunosuppressant Use in Patients with Systemic Lupus Erythematosus,141
